Region,Year,ID,Category,Sub Category 1,Sub Category 2,MI (40),ID (42),DD (43),BI (47),Admin (44),Other,Total
Central Iowa Community Services,2021,64XXX,Congregate Services,ICF-6 and over beds,,,,,,,,
Central Iowa Community Services,2021,64XXX,Congregate Services,RCF-6 and over beds,,464586.29,,,,,,464586.29
Central Iowa Community Services,2021,11XXX,Administration,Direct Administration,,,,,,1296485.34,,1296485.34
Central Iowa Community Services,2021,12XXX,Administration,Purchased Administration,,,,,,110043.97,,110043.97
Central Iowa Community Services,2021,15481,Administration,Distribution to other MHDS Regions: Payments to other government or organization,,,,,,1750000,,1750000
Central Iowa Community Services,2021,13951,Uncategorized,Distribution to MHDS Regional Fiscal Agent - Contributions to Other Governments and Organizations,,,,,,6126633.64,,6126633.64
Central Iowa Community Services,2021,14951,Uncategorized,MHDS Fiscal Agent Reimbursement to MHDS Regional Members,,,,,,1200000,,1200000
Southwest Iowa MHDS,2021,42305,Core,Treatment,Psychotherapeutic Treatment - Outpatient,421588,,,,,,421588
Southwest Iowa MHDS,2021,42306,Core,Treatment,Psychotherapeutic Treatment - Medication Prescribing,,,,,,,
Southwest Iowa MHDS,2021,43301,Core,Treatment,Evaluation (Non Crisis) - Assessment and Evaluation,,,,,,,
Southwest Iowa MHDS,2021,71319,Core,Treatment,State MHI Inpatient - Per diem charges,263353.91,,,,,,263353.91
Southwest Iowa MHDS,2021,73319,Core,Treatment,Other Priv./Public Hospitals - Inpatient per diem charges,9626,,,,,,9626
Southwest Iowa MHDS,2021,32322,Core,Basic Crisis Response,Support Services - Personal Emergency Response System,,,,,,,
Southwest Iowa MHDS,2021,44301,Core,Basic Crisis Response,Crisis Evaluation,5075,,,,,,5075
Southwest Iowa MHDS,2021,44302,Core,Basic Crisis Response,23 Hour Observation and Holding,,,,,,,
Southwest Iowa MHDS,2021,44305,Core,Basic Crisis Response,24 Hour Crisis Response,80000,,,,,,80000
Southwest Iowa MHDS,2021,44307,Core,Basic Crisis Response,Mobile Response,207996,,,,,,207996
Southwest Iowa MHDS,2021,44312,Core,Basic Crisis Response,Crisis Stabilization Community Based Services (CSCBS),143280,,,,,,143280
Southwest Iowa MHDS,2021,44313,Core,Basic Crisis Response,Crisis Stabilization Residential Service (CSRS),640160.68,,,,,,640160.68
Southwest Iowa MHDS,2021,44396,Core,Basic Crisis Response,Access Center start-up/sustainability/coordination,,,,,,,
Southwest Iowa MHDS,2021,32320,Core,Support for Community Living,Support Services - Home Health Aides,12551.52,,,,,,12551.52
Southwest Iowa MHDS,2021,32325,Core,Support for Community Living,Support Services - Respite Services,,,,,,,
Southwest Iowa MHDS,2021,32328,Core,Support for Community Living,Support Services - Home/Vehicle Modification,,,,,,,
Southwest Iowa MHDS,2021,32329,Core,Support for Community Living,Support Services - Supported Community Living,57003.75,1120.5,10728,,,,68852.25
Southwest Iowa MHDS,2021,42329,Core,Support for Community Living,Psychotherapeutic Treatment - Intensive Residential Services,,,,,,,
Southwest Iowa MHDS,2021,50362,Core,Support For Employment,Voc/Day - Prevocational Services,14120,103272,,,,,117392
Southwest Iowa MHDS,2021,50364,Core,Support For Employment,Voc/Day - Job Development,,,,,,,
Southwest Iowa MHDS,2021,50367,Core,Support For Employment,Day Habilitation,8337,8039.5,,,,,16376.5
Southwest Iowa MHDS,2021,50368,Core,Support For Employment,Voc/Day - Individual Supported Employment,65068,58880,6060,,,,130008
Southwest Iowa MHDS,2021,50369,Core,Support For Employment,Voc/Day - Group Supported Employment,,241.4,,,,,241.4
Southwest Iowa MHDS,2021,45323,Core,Recovery Services,Peer Family Support - Family Support,,,,,,,
Southwest Iowa MHDS,2021,45366,Core,Recovery Services,Peer Family Support - Peer Support Services,,,,,,,
Southwest Iowa MHDS,2021,21375,Core,Service Coordination,Case Management - 100% County,,,,,,,
Southwest Iowa MHDS,2021,24376,Core,Service Coordination,Health Homes Coordination - Coordination Services,,,,,,,
Southwest Iowa MHDS,2021,63309,Core,Sub-Acute Services,Sub Acute Services (1-5 Beds),,,,,,,
Southwest Iowa MHDS,2021,64309,Core,Sub-Acute Services,Sub Acute Services (6+ Beds),,,,,,,
Southwest Iowa MHDS,2021,4422,Core,Core Evidence Based Treatment,Consultation - Educational and Training Services,93771.69,56258.43,,,,,150030.12
Southwest Iowa MHDS,2021,32396,Core,Core Evidence Based Treatment,Supported Housing,,,,,,,
Southwest Iowa MHDS,2021,42398,Core,Core Evidence Based Treatment,Assertive Community Treatment (ACT),358482,,,,,,358482
Southwest Iowa MHDS,2021,45373,Core,Core Evidence Based Treatment,Peer Family Support - Family Psycho-Education,9000,,,,,,9000
Southwest Iowa MHDS,2021,46319,Mandated,,Iowa Medical and Classification Center (Oakdale),,,,,,,
Southwest Iowa MHDS,2021,72319,Mandated,,State Hospital Schools - Inpatient per diem charges,,,,,,,
Southwest Iowa MHDS,2021,74XXX,Mandated,,CommitmentRelated (except 301),27996.77,,,,,,27996.77
Southwest Iowa MHDS,2021,75XXX,Mandated,,Mental health advocate,165870.46,,,,,,165870.46
Southwest Iowa MHDS,2021,25XXX,Core Plus,Justice System Involved Services,Coordination services,180632.22,,,,,,180632.22
Southwest Iowa MHDS,2021,44346,Core Plus,Justice System Involved Services,Crisis Services - Telephone Crisis Service,153800,,,,,,153800
Southwest Iowa MHDS,2021,44366,Core Plus,Justice System Involved Services,Warm-Line,,,,,,,
Southwest Iowa MHDS,2021,46305,Core Plus,Justice System Involved Services,Mental Health Services in Jails,13214.46,,,,,,13214.46
Southwest Iowa MHDS,2021,46399,Core Plus,Justice System Involved Services,Justice System - Involved Services - Other,,,,,,,
Southwest Iowa MHDS,2021,46422,Core Plus,Justice System Involved Services,Crisis Prevention Training,,,,,,,
Southwest Iowa MHDS,2021,46425,Core Plus,Justice System Involved Services,Mental Health Court related expenses,142022.35,,,,,,142022.35
Southwest Iowa MHDS,2021,74301,Core Plus,Justice System Involved Services,Commitment - Civil Prescreening,20004,,,,,,20004
Southwest Iowa MHDS,2021,42366,Core Plus,Additional Core Evidence Based Treatment,Psychotherapeutic Treatment - Social Support Services,63000.04,,,,,,63000.04
Southwest Iowa MHDS,2021,42397,Core Plus,Additional Core Evidence Based Treatment,Psychotherapeutic Treatment - Psychiatric Rehabilitation,1412.55,,,,,,1412.55
Southwest Iowa MHDS,2021,3371,Other Informational Services,,Information and Referral Services,,,,,,,
Southwest Iowa MHDS,2021,4372,Other Informational Services,,Planning and/or Consultation Services (Client Related),,,,,,,
Southwest Iowa MHDS,2021,4377,Other Informational Services,,MHDS Contract Provider Incentive Payment,,,,,,,
Southwest Iowa MHDS,2021,4399,Other Informational Services,,Consultation,,,,,,,
Southwest Iowa MHDS,2021,4429,Other Informational Services,,Planning and Management Consultants (Non-Client Related),,,,,,,
Southwest Iowa MHDS,2021,5373,Other Informational Services,,Public Education Services,9816.58,,,,,,9816.58
Southwest Iowa MHDS,2021,6399,Community Living Support Services,,Academic Services,,,,,,,
Southwest Iowa MHDS,2021,22XXX,Community Living Support Services,,Services management,781533.13,,,,,,781533.13
Southwest Iowa MHDS,2021,23XXX,Community Living Support Services,,Crisis Care Coordination,,,,,,,
Southwest Iowa MHDS,2021,31XXX,Community Living Support Services,,Transportation,20449.73,613.52,306.9,,,,21370.15
Southwest Iowa MHDS,2021,32321,Community Living Support Services,,Support Services - Chore Services,,,,,,,
Southwest Iowa MHDS,2021,32326,Community Living Support Services,,Support Services - Guardian/Conservator,,2788.5,,,,,2788.5
Southwest Iowa MHDS,2021,32327,Community Living Support Services,,Support Services - Representative Payee,,,,,,,
Southwest Iowa MHDS,2021,32335,Community Living Support Services,,Consumer-Directed Attendant Care,,,,,,,
Southwest Iowa MHDS,2021,32399,Community Living Support Services,,Support Services - Other,,,,,,,
Southwest Iowa MHDS,2021,33330,Community Living Support Services,,Mobile Meals,,,,,,,
Southwest Iowa MHDS,2021,33340,Community Living Support Services,,Basic Needs - Rent Payments,13733.07,,,,,,13733.07
Southwest Iowa MHDS,2021,33345,Community Living Support Services,,Basic Needs - Ongoing Rent Subsidy,,,,,,,
Southwest Iowa MHDS,2021,33399,Community Living Support Services,,Basic Needs - Other,,,,,,,
Southwest Iowa MHDS,2021,41305,Community Living Support Services,,Physiological Treatment - Outpatient,534.57,,,,,,534.57
Southwest Iowa MHDS,2021,41306,Community Living Support Services,,Physiological Treatment - Prescription Medicine/Vaccines,235.26,,,,,,235.26
Southwest Iowa MHDS,2021,41307,Community Living Support Services,,Physiological Treatment - In-Home Nursing,,,,,,,
Southwest Iowa MHDS,2021,41308,Community Living Support Services,,Physiological Treatment - Health Supplies and Equipment,,,,,,,
Southwest Iowa MHDS,2021,41399,Community Living Support Services,,Physiological Treatment - Other,,,,,,,
Southwest Iowa MHDS,2021,42309,Community Living Support Services,,Psychotherapeutic Treatment - Partial Hospitalization,,,,,,,
Southwest Iowa MHDS,2021,42310,Community Living Support Services,,Psychotherapeutic Treatment - Transitional Living Program,702326.5,,,,,,702326.5
Southwest Iowa MHDS,2021,42363,Community Living Support Services,,Psychotherapeutic Treatment - Day Treatment Services,,,,,,,
Southwest Iowa MHDS,2021,42396,Community Living Support Services,,Psychotherapeutic Treatment - Community Support Programs,1000,,,,,,1000
Southwest Iowa MHDS,2021,42399,Community Living Support Services,,Psychotherapeutic Treatment - Other,,1600,,,,,1600
Southwest Iowa MHDS,2021,44304,Community Living Support Services,,Crisis Services - Emergency Care,,,,,,,
Southwest Iowa MHDS,2021,44399,Community Living Support Services,,Other Crisis Services,,,,,,,
Southwest Iowa MHDS,2021,46306,Community Living Support Services,,Prescription Medication (Psychiatric Medications in Jail),,,,,,,
Southwest Iowa MHDS,2021,50361,Community Living Support Services,,Vocational Skills Training,,,,,,,
Southwest Iowa MHDS,2021,50365,Community Living Support Services,,Supported Education,,,,,,,
Southwest Iowa MHDS,2021,50399,Community Living Support Services,,Voc/Day - Day Habilitation,,,,,,,
Southwest Iowa MHDS,2021,63310,Community Living Support Services,,Comm Based Settings (1-5 Bed) - Assisted Living,,,,,,,
Southwest Iowa MHDS,2021,63329,Community Living Support Services,,Comm Based Settings (1-5 Bed) - Supported Community Living,73880,,,,,,73880
Southwest Iowa MHDS,2021,63399,Community Living Support Services,,Comm Based Settings (1-5 Bed) - Other,,,,,,,
Southwest Iowa MHDS,2021,63XXX,Community Living Support Services,,ICF 1-5 beds,,,,,,,
Southwest Iowa MHDS,2021,63XXX,Community Living Support Services,,RCF 1-5 beds,,,,,,,
Southwest Iowa MHDS,2021,50360,Congregate Services,,Voc/Day - Sheltered Workshop Services,,,,,,,
Southwest Iowa MHDS,2021,64310,Congregate Services,,Comm Based Settings (6+ Beds) - Assisted Living,,,,,,,
Southwest Iowa MHDS,2021,64329,Congregate Services,,Comm Based Settings (6+ Beds) - Supported Community Living,80128.96,3750,,,,,83878.96
Southwest Iowa MHDS,2021,64399,Congregate Services,,Comm Based Settings (6+ Beds) - Other,,,,,,,
Southwest Iowa MHDS,2021,64XXX,Congregate Services,,ICF-6 and over beds,,,,,,,
Southwest Iowa MHDS,2021,64XXX,Congregate Services,,RCF-6 and over beds,1304940.68,45260,45260,,,,1395460.68
Southwest Iowa MHDS,2021,11XXX,Administration,,Direct Administration,,,,,603271.4,,603271.4
Southwest Iowa MHDS,2021,12XXX,Administration,,Purchased Administration,,,,,81909.87,,81909.87
Southwest Iowa MHDS,2021,15481,Administration,,Distribution to other MHDS Regions: Payments to other government or organization,,,,,,,
Southwest Iowa MHDS,2021,14951,Uncategorized,,MHDS Fiscal Agent Reimbursement to MHDS Regional Members,,,,,6300,,6300
Rolling Hills Community Services,2021,42305,Core,Treatment,Psychotherapeutic Treatment - Outpatient,944777.94,,,,,,944777.94
Rolling Hills Community Services,2021,42306,Core,Treatment,Psychotherapeutic Treatment - Medication Prescribing,287450,,,,,,287450
Rolling Hills Community Services,2021,43301,Core,Treatment,Evaluation (Non Crisis) - Assessment and Evaluation,25000,,,,,,25000
Rolling Hills Community Services,2021,71319,Core,Treatment,State MHI Inpatient - Per diem charges,89777.18,,,,,,89777.18
Rolling Hills Community Services,2021,73319,Core,Treatment,Other Priv./Public Hospitals - Inpatient per diem charges,,,,,,,
Rolling Hills Community Services,2021,32322,Core,Basic Crisis Response,Support Services - Personal Emergency Response System,,,,,,,
Rolling Hills Community Services,2021,44301,Core,Basic Crisis Response,Crisis Evaluation,345240,,,,,,345240
Rolling Hills Community Services,2021,44302,Core,Basic Crisis Response,23 Hour Observation and Holding,110342.1,,,,,,110342.1
Rolling Hills Community Services,2021,44305,Core,Basic Crisis Response,24 Hour Crisis Response,,,,,,,
Rolling Hills Community Services,2021,44307,Core,Basic Crisis Response,Mobile Response,266262.1,,,,,,266262.1
Rolling Hills Community Services,2021,44312,Core,Basic Crisis Response,Crisis Stabilization Community Based Services (CSCBS),,,,,,,
Rolling Hills Community Services,2021,44313,Core,Basic Crisis Response,Crisis Stabilization Residential Service (CSRS),1337150.77,,,,,,1337150.77
Rolling Hills Community Services,2021,44396,Core,Basic Crisis Response,Access Center start-up/sustainability/coordination,,,,,,,
Rolling Hills Community Services,2021,32320,Core,Support for Community Living,Support Services - Home Health Aides,,,,,,,
Rolling Hills Community Services,2021,32325,Core,Support for Community Living,Support Services - Respite Services,,,,,,,
Rolling Hills Community Services,2021,32328,Core,Support for Community Living,Support Services - Home/Vehicle Modification,,,,,,,
Rolling Hills Community Services,2021,32329,Core,Support for Community Living,Support Services - Supported Community Living,539229.09,10156.28,6904.12,,,,556289.49
Rolling Hills Community Services,2021,42329,Core,Support for Community Living,Psychotherapeutic Treatment - Intensive Residential Services,,,,,,,
Rolling Hills Community Services,2021,50362,Core,Support For Employment,Voc/Day - Prevocational Services,,,,,,,
Rolling Hills Community Services,2021,50364,Core,Support For Employment,Voc/Day - Job Development,,,,,,,
Rolling Hills Community Services,2021,50367,Core,Support For Employment,Day Habilitation,121143.12,5636.92,17800.2,,,,144580.24
Rolling Hills Community Services,2021,50368,Core,Support For Employment,Voc/Day - Individual Supported Employment,20355.95,29795.22,10499.09,,,,60650.26
Rolling Hills Community Services,2021,50369,Core,Support For Employment,Voc/Day - Group Supported Employment,,,,,,,
Rolling Hills Community Services,2021,45323,Core,Recovery Services,Peer Family Support - Family Support,1118.83,,,,,,1118.83
Rolling Hills Community Services,2021,45366,Core,Recovery Services,Peer Family Support - Peer Support Services,7000,,,,,,7000
Rolling Hills Community Services,2021,21375,Core,Service Coordination,Case Management - 100% County,,,,,,,
Rolling Hills Community Services,2021,24376,Core,Service Coordination,Health Homes Coordination - Coordination Services,,,,,,,
Rolling Hills Community Services,2021,63309,Core,Sub-Acute Services,Sub Acute Services (1-5 Beds),,,,,,,
Rolling Hills Community Services,2021,64309,Core,Sub-Acute Services,Sub Acute Services (6+ Beds),,,,,,,
Rolling Hills Community Services,2021,4422,Core,Core Evidence Based Treatment,Consultation - Educational and Training Services,,,,,,,
Rolling Hills Community Services,2021,32396,Core,Core Evidence Based Treatment,Supported Housing,,,,,,,
Rolling Hills Community Services,2021,42398,Core,Core Evidence Based Treatment,Assertive Community Treatment (ACT),234855.5,,,,,,234855.5
Rolling Hills Community Services,2021,45373,Core,Core Evidence Based Treatment,Peer Family Support - Family Psycho-Education,,,,,,,
Rolling Hills Community Services,2021,46319,Mandated,,Iowa Medical and Classification Center (Oakdale),,,,,,,
Rolling Hills Community Services,2021,72319,Mandated,,State Hospital Schools - Inpatient per diem charges,,,,,,,
Rolling Hills Community Services,2021,74XXX,Mandated,,CommitmentRelated (except 301),143283.79,,,,,,143283.79
Rolling Hills Community Services,2021,75XXX,Mandated,,Mental health advocate,219450.05,,,,,,219450.05
Rolling Hills Community Services,2021,25XXX,Core Plus,Justice System Involved Services,Coordination services,238191.36,,,,,,238191.36
Rolling Hills Community Services,2021,44346,Core Plus,Justice System Involved Services,Crisis Services - Telephone Crisis Service,420830,,,,,,420830
Rolling Hills Community Services,2021,44366,Core Plus,Justice System Involved Services,Warm-Line,,,,,,,
Rolling Hills Community Services,2021,46305,Core Plus,Justice System Involved Services,Mental Health Services in Jails,8733.49,,,,,,8733.49
Rolling Hills Community Services,2021,46399,Core Plus,Justice System Involved Services,Justice System - Involved Services - Other,,,,,,,
Rolling Hills Community Services,2021,46422,Core Plus,Justice System Involved Services,Crisis Prevention Training,,,,,,,
Rolling Hills Community Services,2021,46425,Core Plus,Justice System Involved Services,Mental Health Court related expenses,,,,,,,
Rolling Hills Community Services,2021,74301,Core Plus,Justice System Involved Services,Commitment - Civil Prescreening,,,,,,,
Rolling Hills Community Services,2021,42366,Core Plus,Additional Core Evidence Based Treatment,Psychotherapeutic Treatment - Social Support Services,322131.02,,,,,,322131.02
Rolling Hills Community Services,2021,42397,Core Plus,Additional Core Evidence Based Treatment,Psychotherapeutic Treatment - Psychiatric Rehabilitation,,,,,,,
Rolling Hills Community Services,2021,3371,Other Informational Services,,Information and Referral Services,,,,,,,
Rolling Hills Community Services,2021,4372,Other Informational Services,,Planning and/or Consultation Services (Client Related),16580,,,,,,16580
Rolling Hills Community Services,2021,4377,Other Informational Services,,MHDS Contract Provider Incentive Payment,,,,,,,
Rolling Hills Community Services,2021,4399,Other Informational Services,,Consultation,,,,,,,
Rolling Hills Community Services,2021,4429,Other Informational Services,,Planning and Management Consultants (Non-Client Related),12500,,,,,,12500
Rolling Hills Community Services,2021,5373,Other Informational Services,,Public Education Services,173415.22,,,,,,173415.22
Rolling Hills Community Services,2021,6399,Community Living Support Services,,Academic Services,,,,,,,
Rolling Hills Community Services,2021,22XXX,Community Living Support Services,,Services management,419351.54,,,,,,419351.54
Rolling Hills Community Services,2021,23XXX,Community Living Support Services,,Crisis Care Coordination,55000,,,,,,55000
Rolling Hills Community Services,2021,31XXX,Community Living Support Services,,Transportation,525,295,3734.58,,,,4554.58
Rolling Hills Community Services,2021,32321,Community Living Support Services,,Support Services - Chore Services,,,,,,,
Rolling Hills Community Services,2021,32326,Community Living Support Services,,Support Services - Guardian/Conservator,,,,,,,
Rolling Hills Community Services,2021,32327,Community Living Support Services,,Support Services - Representative Payee,29494.76,127.24,,,,,29622
Rolling Hills Community Services,2021,32335,Community Living Support Services,,Consumer-Directed Attendant Care,,,,,,,
Rolling Hills Community Services,2021,32399,Community Living Support Services,,Support Services - Other,,,,,,,
Rolling Hills Community Services,2021,33330,Community Living Support Services,,Mobile Meals,,,,,,,
Rolling Hills Community Services,2021,33340,Community Living Support Services,,Basic Needs - Rent Payments,709.86,,,,,,709.86
Rolling Hills Community Services,2021,33345,Community Living Support Services,,Basic Needs - Ongoing Rent Subsidy,,,,,,,
Rolling Hills Community Services,2021,33399,Community Living Support Services,,Basic Needs - Other,496.07,,,,,,496.07
Rolling Hills Community Services,2021,41305,Community Living Support Services,,Physiological Treatment - Outpatient,,,,,,,
Rolling Hills Community Services,2021,41306,Community Living Support Services,,Physiological Treatment - Prescription Medicine/Vaccines,,,,,,,
Rolling Hills Community Services,2021,41307,Community Living Support Services,,Physiological Treatment - In-Home Nursing,,,,,,,
Rolling Hills Community Services,2021,41308,Community Living Support Services,,Physiological Treatment - Health Supplies and Equipment,,,,,,,
Rolling Hills Community Services,2021,41399,Community Living Support Services,,Physiological Treatment - Other,,,,,,,
Rolling Hills Community Services,2021,42309,Community Living Support Services,,Psychotherapeutic Treatment - Partial Hospitalization,,,,,,,
Rolling Hills Community Services,2021,42310,Community Living Support Services,,Psychotherapeutic Treatment - Transitional Living Program,621058.08,,,,,,621058.08
Rolling Hills Community Services,2021,42363,Community Living Support Services,,Psychotherapeutic Treatment - Day Treatment Services,,,,,,,
Rolling Hills Community Services,2021,42396,Community Living Support Services,,Psychotherapeutic Treatment - Community Support Programs,5792.16,,,,,,5792.16
Rolling Hills Community Services,2021,42399,Community Living Support Services,,Psychotherapeutic Treatment - Other,259302.01,120094,,,,,379396.01
Rolling Hills Community Services,2021,44304,Community Living Support Services,,Crisis Services - Emergency Care,,,,,,,
Rolling Hills Community Services,2021,44399,Community Living Support Services,,Other Crisis Services,,,,,,,
Rolling Hills Community Services,2021,46306,Community Living Support Services,,Prescription Medication (Psychiatric Medications in Jail),,,,,,,
Rolling Hills Community Services,2021,50361,Community Living Support Services,,Vocational Skills Training,,,,,,,
Rolling Hills Community Services,2021,50365,Community Living Support Services,,Supported Education,,,,,,,
Rolling Hills Community Services,2021,50399,Community Living Support Services,,Voc/Day - Day Habilitation,,,,,,,
Rolling Hills Community Services,2021,63310,Community Living Support Services,,Comm Based Settings (1-5 Bed) - Assisted Living,,,,,,,
Rolling Hills Community Services,2021,63329,Community Living Support Services,,Comm Based Settings (1-5 Bed) - Supported Community Living,,17.84,,,,,17.84
Rolling Hills Community Services,2021,63399,Community Living Support Services,,Comm Based Settings (1-5 Bed) - Other,,,,,,,
Rolling Hills Community Services,2021,63XXX,Community Living Support Services,,ICF 1-5 beds,,,,,,,
Rolling Hills Community Services,2021,63XXX,Community Living Support Services,,RCF 1-5 beds,,,,,,,
Rolling Hills Community Services,2021,50360,Congregate Services,,Voc/Day - Sheltered Workshop Services,,,,,,,
Rolling Hills Community Services,2021,64310,Congregate Services,,Comm Based Settings (6+ Beds) - Assisted Living,,,,,,,
Rolling Hills Community Services,2021,64329,Congregate Services,,Comm Based Settings (6+ Beds) - Supported Community Living,,,,,,,
Rolling Hills Community Services,2021,64399,Congregate Services,,Comm Based Settings (6+ Beds) - Other,,,,,,,
Rolling Hills Community Services,2021,64XXX,Congregate Services,,ICF-6 and over beds,,,,,,,
Rolling Hills Community Services,2021,64XXX,Congregate Services,,RCF-6 and over beds,143350.92,,,,,,143350.92
Rolling Hills Community Services,2021,11XXX,Administration,,Direct Administration,,,,,258995.17,,258995.17
Rolling Hills Community Services,2021,12XXX,Administration,,Purchased Administration,,,,,10498.75,,10498.75
Rolling Hills Community Services,2021,15481,Administration,,Distribution to other MHDS Regions: Payments to other government or organization,,,,,,,
Rolling Hills Community Services,2021,13951,Uncategorized,,Distribution to MHDS Regional Fiscal Agent - Contributions to Other Governments and Organizations,,,,,7102990,,7102990
Rolling Hills Community Services,2021,14951,Uncategorized,,MHDS Fiscal Agent Reimbursement to MHDS Regional Members,,,,,887003,,887003
Eastern Iowa MHDS,2021,42305,Core,Treatment,Psychotherapeutic Treatment - Outpatient,388045.38,,,,,,388045.38
Eastern Iowa MHDS,2021,42306,Core,Treatment,Psychotherapeutic Treatment - Medication Prescribing,283813.7,3082,,,,,286895.7
Eastern Iowa MHDS,2021,43301,Core,Treatment,Evaluation (Non Crisis) - Assessment and Evaluation,475,,,,,,475
Eastern Iowa MHDS,2021,71319,Core,Treatment,State MHI Inpatient - Per diem charges,377153.52,,,,,,377153.52
Eastern Iowa MHDS,2021,73319,Core,Treatment,Other Priv./Public Hospitals - Inpatient per diem charges,292617.08,,,,,,292617.08
Eastern Iowa MHDS,2021,32322,Core,Basic Crisis Response,Support Services - Personal Emergency Response System,,,,,,,
Eastern Iowa MHDS,2021,44301,Core,Basic Crisis Response,Crisis Evaluation,512266.41,,,,,,512266.41
Eastern Iowa MHDS,2021,44302,Core,Basic Crisis Response,23 Hour Observation and Holding,,,,,,,
Eastern Iowa MHDS,2021,44305,Core,Basic Crisis Response,24 Hour Crisis Response,346950,,,,,,346950
Eastern Iowa MHDS,2021,44307,Core,Basic Crisis Response,Mobile Response,578260,,,,,,578260
Eastern Iowa MHDS,2021,44312,Core,Basic Crisis Response,Crisis Stabilization Community Based Services (CSCBS),,,,,,,
Eastern Iowa MHDS,2021,44313,Core,Basic Crisis Response,Crisis Stabilization Residential Service (CSRS),351632.47,,,,,,351632.47
Eastern Iowa MHDS,2021,44396,Core,Basic Crisis Response,Access Center start-up/sustainability/coordination,,,,,,,
Eastern Iowa MHDS,2021,32320,Core,Support for Community Living,Support Services - Home Health Aides,,,,,,,
Eastern Iowa MHDS,2021,32325,Core,Support for Community Living,Support Services - Respite Services,,,,,,,
Eastern Iowa MHDS,2021,32328,Core,Support for Community Living,Support Services - Home/Vehicle Modification,,,,,,,
Eastern Iowa MHDS,2021,32329,Core,Support for Community Living,Support Services - Supported Community Living,550006.98,1074198.85,119773.61,,,,1743979.44
Eastern Iowa MHDS,2021,42329,Core,Support for Community Living,Psychotherapeutic Treatment - Intensive Residential Services,,,,,,,
Eastern Iowa MHDS,2021,50362,Core,Support For Employment,Voc/Day - Prevocational Services,,23995.67,,,,,23995.67
Eastern Iowa MHDS,2021,50364,Core,Support For Employment,Voc/Day - Job Development,,1454.86,529.04,,,,1983.9
Eastern Iowa MHDS,2021,50367,Core,Support For Employment,Day Habilitation,,4593.4,,517.96,,,5111.36
Eastern Iowa MHDS,2021,50368,Core,Support For Employment,Voc/Day - Individual Supported Employment,7065.9,1806.89,6417.45,2348.83,,,17639.07
Eastern Iowa MHDS,2021,50369,Core,Support For Employment,Voc/Day - Group Supported Employment,,,,,,,
Eastern Iowa MHDS,2021,45323,Core,Recovery Services,Peer Family Support - Family Support,,,,,,,
Eastern Iowa MHDS,2021,45366,Core,Recovery Services,Peer Family Support - Peer Support Services,49253.14,,,,,,49253.14
Eastern Iowa MHDS,2021,21375,Core,Service Coordination,Case Management - 100% County,,,,,,,
Eastern Iowa MHDS,2021,24376,Core,Service Coordination,Health Homes Coordination - Coordination Services,2556.25,,,,,,2556.25
Eastern Iowa MHDS,2021,63309,Core,Sub-Acute Services,Sub Acute Services (1-5 Beds),,,,,,,
Eastern Iowa MHDS,2021,64309,Core,Sub-Acute Services,Sub Acute Services (6+ Beds),,,,,,,
Eastern Iowa MHDS,2021,4422,Core,Core Evidence Based Treatment,Consultation - Educational and Training Services,,,,,,,
Eastern Iowa MHDS,2021,32396,Core,Core Evidence Based Treatment,Supported Housing,,,,,,,
Eastern Iowa MHDS,2021,42398,Core,Core Evidence Based Treatment,Assertive Community Treatment (ACT),102646.04,,,,,,102646.04
Eastern Iowa MHDS,2021,45373,Core,Core Evidence Based Treatment,Peer Family Support - Family Psycho-Education,,,,,,,
Eastern Iowa MHDS,2021,46319,Mandated,,Iowa Medical and Classification Center (Oakdale),,,,,,,
Eastern Iowa MHDS,2021,72319,Mandated,,State Hospital Schools - Inpatient per diem charges,,,,,,,
Eastern Iowa MHDS,2021,74XXX,Mandated,,CommitmentRelated (except 301),104840.3,,,,,,104840.3
Eastern Iowa MHDS,2021,75XXX,Mandated,,Mental health advocate,108063.79,,,,,,108063.79
Eastern Iowa MHDS,2021,25XXX,Core Plus,Justice System Involved Services,Coordination services,,,,,,,
Eastern Iowa MHDS,2021,44346,Core Plus,Justice System Involved Services,Crisis Services - Telephone Crisis Service,,,,,,,
Eastern Iowa MHDS,2021,44366,Core Plus,Justice System Involved Services,Warm-Line,,,,,,,
Eastern Iowa MHDS,2021,46305,Core Plus,Justice System Involved Services,Mental Health Services in Jails,123757.7,,,,,,123757.7
Eastern Iowa MHDS,2021,46399,Core Plus,Justice System Involved Services,Justice System - Involved Services - Other,,,,,,,
Eastern Iowa MHDS,2021,46422,Core Plus,Justice System Involved Services,Crisis Prevention Training,,,,,,,
Eastern Iowa MHDS,2021,46425,Core Plus,Justice System Involved Services,Mental Health Court related expenses,,,,,,,
Eastern Iowa MHDS,2021,74301,Core Plus,Justice System Involved Services,Commitment - Civil Prescreening,334784.6,,,,,,334784.6
Eastern Iowa MHDS,2021,42366,Core Plus,Additional Core Evidence Based Treatment,Psychotherapeutic Treatment - Social Support Services,346950,,,,,,346950
Eastern Iowa MHDS,2021,42397,Core Plus,Additional Core Evidence Based Treatment,Psychotherapeutic Treatment - Psychiatric Rehabilitation,2668,,,,,,2668
Eastern Iowa MHDS,2021,3371,Other Informational Services,,Information and Referral Services,145889.1,,,,,,145889.1
Eastern Iowa MHDS,2021,4372,Other Informational Services,,Planning and/or Consultation Services (Client Related),,,,,,,
